"incident_id","offence_code","case_number","date","start_date","end_date","nibrs_code","victims","crimename1","crimename2","crimename3","district","location","city","state","zip_code","agency","place","sector","beat","pra","address_number","street_prefix_dir","address_street","street_suffix_dir","street_type","latitude","longitude","police_district_number","geolocation"
"201530983","2501","250024729","2025-06-03T17:00:32.000","2025-06-03T17:00:00.000","2025-06-03T00:00:00.000","250","1","Crime Against Property","Counterfeiting/Forgery","FORGERY OF CHECKS","BETHESDA","11500 BLK  PATAPSCO DR","ROCKVILLE","MD","20852","MCPD","Residence - Single Family","D","2D4","309","11500",,"PATAPSCO",,"DR","39.0429","-77.0938","2D","
,  
(39.0429, -77.0938)"
"201531040","5212","250024723","2025-06-03T16:38:45.000","2025-06-03T16:38:00.000",,"520","1","Crime Against Society","Weapon Law Violations","WEAPON - POSSESSION","MONTGOMERY VILLAGE",,"MONTGOMERY VILLAGE","MD","20886","MCPD","Street - In vehicle","R","6R1","766",,,"CHRISTOPHER",,"AVE","39.15809","-77.2043","6D","
,  
(39.1581, -77.2043)"
"201531010","3504","250024726","2025-06-03T16:26:23.000","2025-06-03T16:26:00.000",,"35A","1","Crime Against Society","Drug/Narcotic Violations","DRUGS - HALLUCINOGEN - POSSESS","MONTGOMERY VILLAGE","18700 BLK  WALKERS CHOICE RD","MONTGOMERY VILLAGE","MD","20886","MCPD","Residence - Apartment/Condo","R","6R1","766","18700",,"WALKERS CHOICE",,"RD","39.16202","-77.2047","6D","
,  
(39.162, -77.2047)"
"201531010","2204","250024726","2025-06-03T16:26:23.000","2025-06-03T16:26:00.000",,"220","1","Crime Against Property","Burglary/Breaking and Entering","BURGLARY - NO FORCED ENTRY-RESIDENTIAL","MONTGOMERY VILLAGE","18700 BLK  WALKERS CHOICE RD","MONTGOMERY VILLAGE","MD","20886","MCPD","Residence - Apartment/Condo","R","6R1","766","18700",,"WALKERS CHOICE",,"RD","39.16202","-77.2047","6D","
,  
(39.162, -77.2047)"
"201530976","1399","250024715","2025-06-03T16:26:59.000","2025-06-03T16:26:00.000",,"13B","2","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","SILVER SPRING","8100 BLK  GEORGIA AVE","SILVER SPRING","MD","20910","MCPD","Shelter-Mission/Homeless","G","3G1","094","8100",,"GEORGIA",,"AVE","38.99064","-77.0266","3D","
,  
(38.9906, -77.0266)"
"201531168","9021","250024950","2025-06-04T18:48:21.000","2025-06-03T16:00:00.000",,"90I","1","Crime Against Not a Crime","Runaway","JUVENILE - RUNAWAY","WHEATON","3300 BLK  CLAY ST","SILVER SPRING","MD","20902","MCPD","Residence - Single Family","L","4L1","331","3300",,"CLAY",,"ST","0.0","0.0","4D","
,  
(0.0, 0.0)"
"201531121","2305","250024875","2025-06-04T14:02:32.000","2025-06-03T16:00:00.000","2025-06-04T12:25:00.000","23F","1","Crime Against Property","Theft From Motor Vehicle","LARCENY - FROM AUTO","SILVER SPRING","8000 BLK  13TH ST","SILVER SPRING","MD","20910","MCPD","Parking Garage - Other","G","3G1","090","8000",,"13TH",,"ST","0.0","0.0","3D","
,  
(0.0, 0.0)"
"201530978","2303","250024711","2025-06-03T16:30:57.000","2025-06-03T15:57:00.000",,"23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","WHEATON","11100 BLK  VEIRS MILL RD","SILVER SPRING","MD","20902","MCPD","Retail - Department/Discount Store","L","4L2","321","11100",,"VEIRS MILL",,"RD","39.03756","-77.0519","4D","
,  
(39.0376, -77.0519)"
"201531085","9199","250024829",,"2025-06-03T15:36:00.000","2025-06-03T16:00:00.000","90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","ROCKVILLE",,"ROCKVILLE","MD","20854","RCPD","Street - Other","B","1B1","731",,,"I270",,"HWY","39.04936","-77.1513","1D","
,  
(39.0494, -77.1513)"
"201530971","9199","250024705","2025-06-03T15:36:21.000","2025-06-03T15:36:00.000",,"90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","ROCKVILLE","5000 BLK  N270 X4 TO X6 HWY","ROCKVILLE","MD","20850","MCPD","Retail - Other","A","1A1","240","5000",,"N270 X4 TO X6",,"HWY","39.07395","-77.1645","1D","
,  
(39.074, -77.1645)"
"201531023","3583","250024707","2025-06-03T15:35:56.000","2025-06-03T15:35:00.000","2025-06-03T16:00:00.000","35A","1","Crime Against Society","Drug/Narcotic Violations","DRUGS - BARBITURATE (DESCRIBE OTHER)","BETHESDA","10100 BLK  RIVER RD","POTOMAC","MD","20854","MCPD","Retail - Drug Store/Pharmacy","E","2E4","215","10100",,"RIVER",,"RD","0.0","0.0","2D","
,  
(0.0, 0.0)"
"201531061","1399","250024790","2025-06-03T22:42:52.000","2025-06-03T15:30:00.000",,"13B","1","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","GERMANTOWN","22400 BLK  BRICK HAVEN WAY","CLARKSBURG","MD","20871","MCPD","School - Elementary/Secondary","M","5M3","598","22400",,"BRICK HAVEN",,"WAY","39.22071","-77.263","5D","
,  
(39.2207, -77.263)"
"201530979","9107","250024709","2025-06-03T15:24:38.000","2025-06-03T15:24:00.000",,"90Z","1","Crime Against Society","All Other Offenses","MISSING PERSON","GERMANTOWN","19400 BLK  ZINNIA CIR","GERMANTOWN","MD","20876","MCPD","Residence -Townhouse/Duplex","M","5M1","469","19400",,"ZINNIA",,"CIR","0.0","0.0","5D","
,  
(0.0, 0.0)"
"201531142","2404","250024896","2025-06-04T15:19:48.000","2025-06-03T15:19:00.000","2025-06-03T15:00:00.000","240","1","Crime Against Property","Motor Vehicle Theft","AUTO THEFT - VEHICLE THEFT","BETHESDA","1  BLK  BETHESDA METRO CTR","BETHESDA","MD","20814","MCPD","Parking Lot - Commercial","D","2D2","033","1",,"BETHESDA METRO",,"CTR","38.98413","-77.0941","2D","
,  
(38.9841, -77.0941)"
"201531017","9113","250024704","2025-06-03T15:17:18.000","2025-06-03T15:17:00.000","2025-06-03T15:39:00.000","90Z","1","Crime Against Society","All Other Offenses","MENTAL ILLNESS - EMERGENCY PETITION","BETHESDA","5100 BLK  DANBURY RD","BETHESDA","MD","20814","MCPD","Residence - Single Family","E","2E2","071","5100",,"DANBURY",,"RD","39.00945","-77.1014","2D","
,  
(39.0095, -77.1014)"
"201531002","2610","250024721","2025-06-03T15:09:54.000","2025-06-03T15:09:00.000",,"26F","1","Crime Against Property","Identity Theft","IDENTITY THEFT","BETHESDA","7500 BLK  WISCONSIN AVE","BETHESDA","MD","20814","MCPD","Bank/S&L/Credit Union","D","2D2","048","7500",,"WISCONSIN",,"AVE","38.98466","-77.0942","2D","
,  
(38.9847, -77.0942)"
"201531032","2303","250024689","2025-06-03T14:48:51.000","2025-06-03T14:48:00.000",,"23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","MONTGOMERY VILLAGE","1  BLK  GRAND CORNER AVE","GAITHERSBURG","MD","20878","GPD","Retail - Other","P","6P1","549","1",,"GRAND CORNER",,"AVE","39.11801","-77.2004","6D","
,  
(39.118, -77.2004)"
"201531000","1399","250024694","2025-06-03T14:47:40.000","2025-06-03T14:47:00.000",,"13B","1","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","SILVER SPRING","14000 BLK  CASTLE BLV","SILVER SPRING","MD","20904","MCPD","Residence - Apartment/Condo","I","3I2","380","14000",,"CASTLE",,"BLV","0.0","0.0","3D","
,  
(0.0, 0.0)"
"201531018","2699","250024688","2025-06-03T14:24:10.000","2025-06-03T14:24:00.000",,"26A","1","Crime Against Property","False Pretenses/Swindle/Confidence Game","FRAUD (DESCRIBE OFFENSE)","BETHESDA","4800 BLK  RUGBY AVE","BETHESDA","MD","20814","MCPD","Other/Unknown","D","2D2","049","4800",,"RUGBY",,"AVE","0.0","0.0","2D","
,  
(0.0, 0.0)"
"201530957","2399","250024680","2025-06-03T14:14:05.000","2025-06-03T14:14:00.000",,"23H","1","Crime Against Property","All other Larceny","LARCENY (DESCRIBE OFFENSE)","SILVER SPRING","1000 BLK  MILESTONE DR","SILVER SPRING","MD","20904","MCPD","Residence - Single Family","I","3I1","148","1000",,"MILESTONE",,"DR","39.04565","-76.992","3D","
,  
(39.0457, -76.992)"
"201530996","9105","250024755","2025-06-03T14:09:33.000","2025-06-03T14:09:00.000",,"90Z","1","Crime Against Society","All Other Offenses","LOST PROPERTY","TAKOMA PARK","7500 BLK  MAPLE AVE","TAKOMA PARK","MD","20912","TPPD","Government Building","T","8T2","804","7500",,"MAPLE",,"AVE","0.0","0.0","TPPD","
,  
(0.0, 0.0)"
"201531006","1399","250024735","2025-06-03T17:49:31.000","2025-06-03T14:00:00.000",,"13B","1","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","WHEATON","3300 BLK  WELLER RD","SILVER SPRING","MD","20906","MCPD","Parking Lot - School","K","4K2","336","3300",,"WELLER",,"RD","39.06481","-77.0657","4D","
,  
(39.0648, -77.0657)"
"201531006","2902","250024735","2025-06-03T17:49:31.000","2025-06-03T14:00:00.000",,"290","1","Crime Against Property","Destruction/Damage/Vandalism of Property","DAMAGE PROPERTY - PRIVATE","WHEATON","3300 BLK  WELLER RD","SILVER SPRING","MD","20906","MCPD","Street - Other","K","4K2","336","3300",,"WELLER",,"RD","39.06481","-77.0657","4D","
,  
(39.0648, -77.0657)"
"201531067","2303","250024679","2025-06-03T13:56:31.000","2025-06-03T13:50:00.000",,"23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","GERMANTOWN","12800 BLK  WISTERIA DR","GERMANTOWN","MD","20874","MCPD","Retail - Drug Store/Pharmacy","N","5N1","447","12800",,"WISTERIA",,"DR","39.1761","-77.2687","5D","
,  
(39.1761, -77.2687)"
"201531107","2303","250024677","2025-06-03T13:39:59.000","2025-06-03T13:39:00.000",,"23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","GERMANTOWN","22700 BLK  CLARKSBURG RD","CLARKSBURG","MD","20871","MCPD","Retail - Clothing","N","5N3","466","22700",,"CLARKSBURG",,"RD","39.2291","-77.2898","5D","
,  
(39.2291, -77.2898)"
"201530944","2303","250024674","2025-06-03T13:30:00.000","2025-06-03T13:30:00.000",,"23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","WHEATON","11100 BLK  VEIRS MILL RD","SILVER SPRING","MD","20902","MCPD","Retail - Sporting Goods","L","4L2","321","11100",,"VEIRS MILL",,"RD","39.03756","-77.0519","4D","
,  
(39.0376, -77.0519)"
"201530944","1305","250024674","2025-06-03T13:30:00.000","2025-06-03T13:30:00.000",,"13A","1","Crime Against Person","Aggravated Assault","ASSAULT - AGGRAVATED - NON-FAMILY-OTHER WEAPON","WHEATON","11100 BLK  VEIRS MILL RD","SILVER SPRING","MD","20902","MCPD","Retail - Sporting Goods","L","4L2","321","11100",,"VEIRS MILL",,"RD","39.03756","-77.0519","4D","
,  
(39.0376, -77.0519)"
"201530942","5707","250024664","2025-06-03T13:11:49.000","2025-06-03T13:11:00.000","2025-06-03T00:00:00.000","90J","1","Crime Against Society","Trespass of Real Property","TRESPASSING","ROCKVILLE","100 BLK  ROLLINS AVE","ROCKVILLE","MD","20852","RCPD","Convenience Store","A","1A1","269","100",,"ROLLINS",,"AVE","39.05883","-77.1213","1D","
,  
(39.0588, -77.1213)"
"201530985","2901","250024698","2025-06-03T13:06:49.000","2025-06-03T13:06:00.000",,"290","1","Crime Against Property","Destruction/Damage/Vandalism of Property","DAMAGE PROPERTY - BUSINESS","MONTGOMERY VILLAGE","8700 BLK  SNOUFFER SCHOOL RD","GAITHERSBURG","MD","20879","MCPD","Auto Dealership","R","6R3","720","8700",,"SNOUFFER SCHOOL",,"RD","39.17121","-77.1779","6D","
,  
(39.1712, -77.1779)"
"201531087","1399","250024830",,"2025-06-03T13:00:00.000",,"13B","1","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","GERMANTOWN","22500 BLK  WIMS RD","CLARKSBURG","MD","20871","MCPD","School - Elementary/Secondary","M","5M3","598","22500",,"WIMS",,"RD","0.0","0.0","5D","
,  
(0.0, 0.0)"
"201531417","9108","250024596","2025-06-03T06:07:01.000","2025-06-03T12:45:00.000","2025-06-03T12:50:00.000","90Z","1","Crime Against Society","All Other Offenses","RECOVERED PROPERTY - MONT CO.","ROCKVILLE","1  BLK W MONTGOMERY AVE","ROCKVILLE","MD","20850","RCPD","Government Building","A","1A3","255","1","W","MONTGOMERY",,"AVE","39.1457","-77.2037","1D","
,  
(39.1457, -77.2037)"
"201530949","3550","250024651","2025-06-03T12:19:26.000","2025-06-03T12:18:00.000",,"35B","1","Crime Against Society","Drug Equipment Violations","DRUGS - NARCOTIC EQUIP - POSSESS","TAKOMA PARK","6500 BLK  NEW HAMPSHIRE AVE","TAKOMA PARK","MD","20912","TPPD","Restaurant","T","8T1","802","6500",,"NEW HAMPSHIRE",,"AVE","38.96876","-77.0002","TPPD","
,  
(38.9688, -77.0002)"
"201530949","5707","250024651","2025-06-03T12:19:26.000","2025-06-03T12:18:00.000",,"90J","1","Crime Against Society","Trespass of Real Property","TRESPASSING","TAKOMA PARK","6500 BLK  NEW HAMPSHIRE AVE","TAKOMA PARK","MD","20912","TPPD","Restaurant","T","8T1","802","6500",,"NEW HAMPSHIRE",,"AVE","38.96876","-77.0002","TPPD","
,  
(38.9688, -77.0002)"
"201530949","5311","250024651","2025-06-03T12:19:26.000","2025-06-03T12:18:00.000",,"90C","1","Crime Against Society","Disorderly Conduct","PUBLIC PEACE - DISORDERLY CONDUCT","TAKOMA PARK","6500 BLK  NEW HAMPSHIRE AVE","TAKOMA PARK","MD","20912","TPPD","Restaurant","T","8T1","802","6500",,"NEW HAMPSHIRE",,"AVE","38.96876","-77.0002","TPPD","
,  
(38.9688, -77.0002)"
"201530928","1399","250024653","2025-06-03T12:13:51.000","2025-06-03T12:13:00.000",,"13B","1","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","MONTGOMERY VILLAGE","18300 BLK  MONTGOMERY VILLAGE AVE","MONTGOMERY VILLAGE","MD","20886","MCPD","Library","R","6R1","766","18300",,"MONTGOMERY VILLAGE",,"AVE","39.15727","-77.2055","6D","
,  
(39.1573, -77.2055)"
"201531199","9199","250024970","2025-06-04T20:43:46.000","2025-06-03T12:00:00.000",,"90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","MONTGOMERY VILLAGE","400 BLK  QUINCE ORCHARD RD","GAITHERSBURG","MD","20878","GPD","Hotel/Motel/Etc.","P","6P2","445","400",,"QUINCE ORCHARD",,"RD","39.14797","-77.2181","6D","
,  
(39.148, -77.2181)"
"201530929","2303","250024656","2025-06-03T12:16:56.000","2025-06-03T11:55:00.000",,"23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","TAKOMA PARK","6900 BLK  NEW HAMPSHIRE AVE","TAKOMA PARK","MD","20912","TPPD","Convenience Store","T","8T3","808","6900",,"NEW HAMPSHIRE",,"AVE","38.97561","-76.994","TPPD","
,  
(38.9756, -76.994)"
"201531393","9113","250024643","2025-06-03T11:44:34.000","2025-06-03T11:44:00.000",,"90Z","1","Crime Against Society","All Other Offenses","MENTAL ILLNESS - EMERGENCY PETITION","SILVER SPRING","8800 BLK  PINEY BRANCH RD","SILVER SPRING","MD","20903","MCPD","Residence - Apartment/Condo","H","3H1","133","8800",,"PINEY BRANCH",,"RD","38.99963","-76.9953","3D","
,  
(38.9996, -76.9953)"
"201531081","1399","250024641","2025-06-03T11:36:32.000","2025-06-03T11:36:00.000",,"13B","1","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","WHEATON","17000 BLK  BATCHELLORS FOREST RD","OLNEY","MD","20832","MCPD","School - Elementary/Secondary","J","4J2","391","17000",,"BATCHELLORS FOREST",,"RD","39.1358","-77.0453","4D","
,  
(39.1358, -77.0453)"
"201531066","1399","250024638","2025-06-03T11:30:26.000","2025-06-03T11:30:00.000",,"13B","1","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","MONTGOMERY VILLAGE","1  BLK  MELVIN ST","GAITHERSBURG","MD","20877","GPD","Residence - Apartment/Condo","P","6P3","419","1",,"MELVIN",,"ST","39.14206","-77.1895","6D","
,  
(39.1421, -77.1895)"
"201530934","1399","250024646","2025-06-03T11:59:53.000","2025-06-03T11:00:00.000","2025-06-03T11:00:00.000","13B","1","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","BETHESDA","7800 BLK  SCOTLAND DR","POTOMAC","MD","20854","MCPD","Residence -Townhouse/Duplex","E","2E3","520","7800",,"SCOTLAND",,"DR","39.03145","-77.1592","2D","
,  
(39.0315, -77.1592)"
"201531102","3562","250024624",,"2025-06-03T10:55:00.000",,"35A","1","Crime Against Society","Drug/Narcotic Violations","DRUGS - MARIJUANA - POSSESS","WHEATON","1900 BLK  RANDOLPH RD","SILVER SPRING","MD","20902","MCPD","School - Elementary/Secondary","J","4J1","368","1900",,"RANDOLPH",,"RD","39.0652","-77.0371","4D","
,  
(39.0652, -77.0371)"
"201530917","2399","250024628","2025-06-03T10:51:04.000","2025-06-03T10:51:00.000",,"23H","1","Crime Against Property","All other Larceny","LARCENY (DESCRIBE OFFENSE)","SILVER SPRING","800 BLK  TANLEY RD","SILVER SPRING","MD","20904","MCPD","Grocery/Supermarket","I","3I1","151","800",,"TANLEY",,"RD","39.05145","-76.9958","3D","
,  
(39.0515, -76.9958)"
"201530924","1213","250024649","2025-06-03T11:09:15.000","2025-06-03T10:45:00.000","2025-06-03T11:09:00.000","120","1","Crime Against Property","Robbery","ROBBERY - GUN","WHEATON",,"SILVER SPRING","MD","20905","MCPD","Street - Other","J","4J1","388",,,"NORWOOD",,"RD","39.11228","-77.0122","4D","
,  
(39.1123, -77.0122)"
"201530945","9101","250024654","2025-06-03T10:44:09.000","2025-06-03T10:44:00.000",,"90Z","1","Crime Against Society","All Other Offenses","SUDDEN DEATH","WHEATON","18000 BLK  ROCKY RIDGE LA","OLNEY","MD","20832","MCPD","Residence - Single Family","J","4J2","399","18000",,"ROCKY RIDGE",,"LA","39.15234","-77.0754","4D","
,  
(39.1523, -77.0754)"
"201530932","2399","250024635","2025-06-03T10:31:40.000","2025-06-03T10:31:00.000",,"23H","1","Crime Against Property","All other Larceny","LARCENY (DESCRIBE OFFENSE)","BETHESDA","10000 BLK  FERNWOOD RD","BETHESDA","MD","20817","MCPD","Parking Lot - Church","E","2E3","195","10000",,"FERNWOOD",,"RD","39.01979","-77.1343","2D","
,  
(39.0198, -77.1343)"
"201530952","9199","250024659","2025-06-03T12:49:02.000","2025-06-03T10:27:00.000",,"90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","WHEATON","3900 BLK  MINDEN RD","SILVER SPRING","MD","20906","MCPD","Residence - Single Family","K","4K2","525","3900",,"MINDEN",,"RD","39.05901","-77.0772","4D","
,  
(39.059, -77.0772)"
"201531112","9101","250024683","2025-06-03T13:07:58.000","2025-06-03T10:00:00.000","2025-06-03T13:00:00.000","90Z","1","Crime Against Society","All Other Offenses","SUDDEN DEATH","WHEATON","2300 BLK  JONES LA","SILVER SPRING","MD","20902","MCPD","Parking Lot - Residential","L","4L1","674","2300",,"JONES",,"LA","0.0","0.0","4D","
,  
(0.0, 0.0)"
"201531068","2499","250024675",,"2025-06-03T09:45:00.000","2025-06-03T14:00:00.000","240","1","Crime Against Property","Motor Vehicle Theft","STOLEN VEHICLE (DESCRIBE OFFENSE)","GERMANTOWN","13200 BLK  WISTERIA DR","GERMANTOWN","MD","20874","MCPD","Parking Lot - Commercial","N","5N1","702","13200",,"WISTERIA",,"DR","39.17907","-77.2736","5D","
,  
(39.1791, -77.2736)"
"201530914","5499","250024617",,"2025-06-03T09:18:00.000","2025-06-03T09:25:00.000","90Z","1","Crime Against Society","All Other Offenses","TRAFFIC OFFENSES (DESCRIBE OFFENSE)","ROCKVILLE","1  BLK  MARYLAND AVE","ROCKVILLE","MD","20850","RCPD","Street - In vehicle","A","1A3","277","1",,"MARYLAND",,"AVE","39.08047","-77.1527","1D","
,  
(39.0805, -77.1527)"
"201530915","2404","250024629","2025-06-03T10:45:26.000","2025-06-03T09:00:00.000","2025-06-03T09:05:00.000","240","1","Crime Against Property","Motor Vehicle Theft","AUTO THEFT - VEHICLE THEFT","ROCKVILLE","500 BLK  LONGWOOD DR","ROCKVILLE","MD","20850","RCPD","Street - Residential","A","1A3","286","500",,"LONGWOOD",,"DR","39.09154","-77.1425","1D","
,  
(39.0915, -77.1425)"
"201531408","9105","250025022","2025-06-05T09:05:07.000","2025-06-03T09:00:00.000","2025-06-03T22:00:00.000","90Z","1","Crime Against Society","All Other Offenses","LOST PROPERTY","BETHESDA","6000 BLK  WALHONDING RD","BETHESDA","MD","20816","MCPD","Residence - Single Family","E","2E1","021","6000",,"WALHONDING",,"RD","38.9627","-77.1213","2D","
,  
(38.9627, -77.1213)"
"201530912","1302","250024622","2025-06-03T09:00:38.000","2025-06-03T09:00:00.000",,"13A","1","Crime Against Person","Aggravated Assault","ASSAULT - AGGRAVATED - FAMILY-OTHER WEAPON","MONTGOMERY VILLAGE","20200 BLK  LEA POND PL","MONTGOMERY VILLAGE","MD","20886","MCPD","Residence -Townhouse/Duplex","R","6R2","504","20200",,"LEA POND",,"PL","39.18838","-77.19","6D","
,  
(39.1884, -77.19)"
"201530912","2399","250024622","2025-06-03T09:00:38.000","2025-06-03T09:00:00.000",,"23H","1","Crime Against Property","All other Larceny","LARCENY (DESCRIBE OFFENSE)","MONTGOMERY VILLAGE","20200 BLK  LEA POND PL","MONTGOMERY VILLAGE","MD","20886","MCPD","Residence -Townhouse/Duplex","R","6R2","504","20200",,"LEA POND",,"PL","39.18838","-77.19","6D","
,  
(39.1884, -77.19)"
"201530954","2308","250024614","2025-06-03T08:56:42.000","2025-06-03T08:56:00.000",,"23D","1","Crime Against Property","Theft from Building","LARCENY - FROM BLDG","BETHESDA","5100 BLK  POOKS HILL RD","BETHESDA","MD","20814","MCPD","Hotel/Motel/Etc.","E","2E2","071","5100",,"POOKS HILL",,"RD","39.01599","-77.1019","2D","
,  
(39.016, -77.1019)"
"201530989","2304","250024736","2025-06-03T17:33:03.000","2025-06-03T08:30:00.000","2025-06-03T17:10:00.000","23G","1","Crime Against Property","Theft of Motor Vehicle Parts or Accessories","LARCENY - AUTO PARTS","ROCKVILLE","500 BLK N WASHINGTON ST","ROCKVILLE","MD","20850","MCPD","Parking Lot - Other","A","1A3","251","500","N","WASHINGTON",,"ST","39.09083","-77.1536","1D","
,  
(39.0908, -77.1536)"
"201530893","9109","250023867",,"2025-06-03T07:54:00.000",,"90Z","1","Crime Against Society","All Other Offenses","RECOVERED PROPERTY - OTHER","MONTGOMERY VILLAGE","19800 BLK  SHADY BROOK WAY","GAITHERSBURG","MD","20879","MCPD","Residence - Single Family","R","6R3","421","19800",,"SHADY BROOK",,"WAY","39.18264","-77.1608","6D","
,  
(39.1826, -77.1608)"
"201530913","1313","250024621","2025-06-03T09:12:37.000","2025-06-03T07:40:00.000",,"13B","1","Crime Against Person","Simple Assault","ASSAULT - SIMPLE","WHEATON",,"SILVER SPRING","MD","20902","MCPD","Street - Other","K","4K2","334",,,"RANDOLPH",,"RD","39.05501","-77.0844","4D","
,  
(39.055, -77.0844)"
"201530935","9113","250024606","2025-06-03T07:32:31.000","2025-06-03T07:32:00.000",,"90Z","1","Crime Against Society","All Other Offenses","MENTAL ILLNESS - EMERGENCY PETITION","WHEATON","1100 BLK  GRESHAM RD","SILVER SPRING","MD","20904","MCPD","Residence - Other","J","4J1","375","1100",,"GRESHAM",,"RD","39.07634","-76.9891","4D","
,  
(39.0763, -76.9891)"
"201531076","2304","250024813","2025-06-04T07:07:12.000","2025-06-03T07:30:00.000","2025-06-03T18:00:00.000","23G","1","Crime Against Property","Theft of Motor Vehicle Parts or Accessories","LARCENY - AUTO PARTS","SILVER SPRING","8400 BLK  COLESVILLE RD","SILVER SPRING","MD","20910","MCPD","Parking Lot - Commercial","G","3G1","095","8400",,"COLESVILLE",,"RD","38.99394","-77.0315","3D","
,  
(38.9939, -77.0315)"
"201530907","9199","250024604","2025-06-03T07:08:29.000","2025-06-03T07:08:00.000",,"90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","TAKOMA PARK","400 BLK  ASPEN AVE","TAKOMA PARK","MD","20912","TPPD","Residence - Yard","T","8T3","808","400",,"ASPEN",,"AVE","0.0","0.0","TPPD","
,  
(0.0, 0.0)"
"201530906","9199","240024599","2024-05-24T12:55:47.000","2025-06-03T05:30:00.000","2025-06-03T08:00:00.000","90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","BETHESDA","4500 BLK  AVONDALE ST","BETHESDA","MD","20814","MCPD","Residence - Apartment/Condo","D","2D2","047","4500",,"AVONDALE",,"ST","38.98623","-77.0922","2D","
,  
(38.9862, -77.0922)"
"201530903","2404","250024615","2025-06-03T08:58:10.000","2025-06-03T04:21:00.000",,"240","1","Crime Against Property","Motor Vehicle Theft","AUTO THEFT - VEHICLE THEFT","GERMANTOWN","13500 BLK  KILDARE HILLS TER","GERMANTOWN","MD","20874","MCPD","Parking Lot - Residential","N","5N1","702","13500",,"KILDARE HILLS",,"TER","39.1792","-77.2758","5D","
,  
(39.1792, -77.2758)"
"201530888","1313","250024595","2025-06-03T03:18:26.000","2025-06-03T03:18:00.000",,"13B","1","Crime Against Person","Simple Assault","ASSAULT - SIMPLE","MONTGOMERY VILLAGE","9800 BLK  BROOKRIDGE CT","MONTGOMERY VILLAGE","MD","20886","MCPD","Residence -Townhouse/Duplex","R","6R2","422","9800",,"BROOKRIDGE",,"CT","39.18855","-77.203","6D","
,  
(39.1885, -77.203)"
"201530937","2999","250024652","2025-06-03T11:33:19.000","2025-06-03T03:00:00.000","2025-06-03T11:00:00.000","290","1","Crime Against Property","Destruction/Damage/Vandalism of Property","DAMAGE PROPERTY (DESCRIBE OFFENSE)","GERMANTOWN","12400 BLK  GREAT PARK CIR","GERMANTOWN","MD","20876","MCPD","Parking Lot - Residential","M","5M3","474","12400",,"GREAT PARK",,"CIR","39.20327","-77.2576","5D","
,  
(39.2033, -77.2576)"
"201530885","2099","250024594","2025-06-03T02:36:02.000","2025-06-03T02:36:00.000",,"200","1","Crime Against Property","Arson","ARSON (DESCRIBE OFFENSE)","TAKOMA PARK","6400 BLK  WESTMORELAND AVE","TAKOMA PARK","MD","20912","TPPD","Residence - Yard","T","8T1","802","6400",,"WESTMORELAND",,"AVE","38.96865","-77.0042","TPPD","
,  
(38.9686, -77.0042)"
"201530882","1305","250024592","2025-06-03T01:27:58.000","2025-06-03T01:27:00.000",,"13A","1","Crime Against Person","Aggravated Assault","ASSAULT - AGGRAVATED - NON-FAMILY-OTHER WEAPON","MONTGOMERY VILLAGE","200 BLK  OLDE TOWNE AVE","GAITHERSBURG","MD","20877","GPD","Residence - Apartment/Condo","P","6P3","431","200",,"OLDE TOWNE",,"AVE","39.14103","-77.1971","6D","
,  
(39.141, -77.1971)"
"201530883","9109","250024591","2025-06-03T01:02:31.000","2025-06-03T01:02:00.000",,"90Z","1","Crime Against Society","All Other Offenses","RECOVERED PROPERTY - OTHER","BETHESDA","8500 BLK  16TH ST","SILVER SPRING","MD","20910","MCPD","Parking Lot - Residential","D","2D1","517","8500",,"16TH",,"ST","0.0","0.0","2D","
,  
(0.0, 0.0)"
"201530881","2305","250024590","2025-06-03T00:53:32.000","2025-06-03T00:53:00.000",,"23F","1","Crime Against Property","Theft From Motor Vehicle","LARCENY - FROM AUTO","SILVER SPRING","1700 BLK  FEATHERWOOD ST","SILVER SPRING","MD","20904","MCPD","Street - Residential","I","3I1","147","1700",,"FEATHERWOOD",,"ST","39.05942","-76.9744","3D","
,  
(39.0594, -76.9744)"
